                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    9674873 |    4394825 |  256068749 |   84062181 |   84314552 |  130668900 |  132496016 |  130754613 |  492315433 |  467072256 |  485807680 |    4602598
  Cycles                             |  348679540 |  348679540 |  459623030 |  348679540 |  459623030 |  459623030 |  459623030 |  348679540 |  459623030 |  348679540 |  459623030 |  459623030
  IPC                                |       0.03 |       0.01 |       0.56 |       0.24 |       0.18 |       0.28 |       0.29 |       0.37 |       1.07 |       1.34 |       1.06 |       0.01
  Time (ns)                          |  158490700 |  158490700 |  158490700 |  158490700 |  158490700 |  158490700 |  158490700 |  158490700 |  158490700 |  158490700 |  158490700 |  158490700
  Idle time (ns)                     |  154858497 |  156141264 |    8523605 |  108937860 |  108740948 |  139248596 |  138824433 |  135358161 |   24047506 |   23316990 |   20610843 |  156919631
  Idle time (%)                      |      97.7% |      98.5% |       5.4% |      68.7% |      68.6% |      87.9% |      87.6% |      85.4% |      15.2% |      14.7% |      13.0% |      99.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1277379 |     172944 |   12884997 |    4224657 |    4237589 |     200372 |     205561 |     198251 |   58743109 |   55435051 |   58560587 |     469759
  num incorrect                      |       7604 |        711 |       1855 |        615 |        625 |       3506 |       3616 |       3404 |    2636763 |    2627644 |    2832766 |       8613
  misprediction rate                 |      0.59% |      0.41% |      0.01% |      0.01% |      0.01% |      1.72% |      1.73% |      1.69% |      4.30% |      4.53% |      4.61% |      1.80%
  mpki                               |       0.79 |       0.16 |       0.01 |       0.01 |       0.01 |       0.03 |       0.03 |       0.03 |       5.36 |       5.63 |       5.83 |       1.87
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1527217 |     430466 |   19362398 |    6347315 |    6367488 |    7355449 |    7461386 |    7355957 |   56051845 |   53343123 |   55458298 |     620833
    num misses                       |        113 |         35 |         33 |         32 |         34 |         38 |         39 |         39 |         47 |         47 |         47 |         41
    miss rate                        |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4824026 |    3838140 |  172637832 |   56681390 |   56848802 |   30567177 |   31012303 |   30571494 |  242357756 |  228304222 |  232770724 |    2523199
    num misses                       |      12603 |       5327 |       1763 |        597 |        596 |       2890 |       3117 |       2869 |      29529 |      25459 |      40981 |       3575
    miss rate                        |      0.26% |      0.14% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.14%
    mpki                             |       1.30 |       1.21 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.06 |       0.05 |       0.08 |       0.78
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12716 |       5362 |       1796 |        629 |        630 |       2928 |       3156 |       2908 |      29576 |      25506 |      41028 |       3616
    num misses                       |       4140 |       5324 |       1741 |        619 |        617 |       2250 |       2333 |       2259 |       2449 |       2403 |       2475 |       2240
    miss rate                        |     32.56% |     99.29% |     96.94% |     98.41% |     97.94% |     76.84% |     73.92% |     77.68% |      8.28% |      9.42% |      6.03% |     61.95%
    mpki                             |       0.43 |       1.21 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.00 |       0.01 |       0.01 |       0.49
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1527217 |     430466 |   19362398 |    6347315 |    6367488 |    7355449 |    7461386 |    7355957 |   56051845 |   53343123 |   55458298 |     620833
    num cache misses                 |       1990 |        559 |        779 |        650 |        406 |       1530 |       1532 |       2492 |      22111 |      30276 |      23681 |        455
    miss rate                        |      0.13% |      0.13% |      0.00% |      0.01% |      0.01% |      0.02% |      0.02% |      0.03% |      0.04% |      0.06% |      0.04% |      0.07%
    mpki                             |       0.21 |       0.13 |       0.00 |       0.01 |       0.00 |       0.01 |       0.01 |       0.02 |       0.04 |       0.06 |       0.05 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4824026 |    3838140 |  172637832 |   56681390 |   56848802 |   30567177 |   31012303 |   30571494 |  242357756 |  228304222 |  232770724 |    2523199
    num cache misses                 |     171480 |     334386 |     110132 |      36325 |      36201 |      62893 |      64154 |      63233 |    3547582 |    4150592 |    3255790 |      21953
    miss rate                        |      3.55% |      8.71% |      0.06% |      0.06% |      0.06% |      0.21% |      0.21% |      0.21% |      1.46% |      1.82% |      1.40% |      0.87%
    mpki                             |      17.72 |      76.09 |       0.43 |       0.43 |       0.43 |       0.48 |       0.48 |       0.48 |       7.21 |       8.89 |       6.70 |       4.77
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     235304 |     372780 |     112203 |      37276 |      36874 |      65374 |      66680 |      66656 |    3572053 |    4183096 |    3281931 |      26011
    num cache misses                 |     161538 |     333603 |     109483 |      36516 |      36267 |      63591 |      64773 |      64968 |     129445 |     136004 |     122917 |      16333
    miss rate                        |     68.65% |     89.49% |     97.58% |     97.96% |     98.35% |     97.27% |     97.14% |     97.47% |      3.62% |      3.25% |      3.75% |     62.79%
    mpki                             |      16.70 |      75.91 |       0.43 |       0.43 |       0.43 |       0.49 |       0.49 |       0.50 |       0.26 |       0.29 |       0.25 |       3.55
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     223376 |     371439 |     110831 |      36817 |      36534 |      64542 |      65767 |      65899 |     131866 |     138310 |     125486 |      19937
    num cache misses                 |     150797 |     332921 |      85250 |      32491 |      34870 |       4571 |       4653 |       4464 |     123520 |     115767 |     116576 |       6662
    miss rate                        |     67.51% |     89.63% |     76.92% |     88.25% |     95.45% |      7.08% |      7.07% |      6.77% |     93.67% |     83.70% |     92.90% |     33.42%
    mpki                             |      15.59 |      75.75 |       0.33 |       0.39 |       0.41 |       0.03 |       0.04 |       0.03 |       0.25 |       0.25 |       0.24 |       1.45
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     558706 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     558585 |          0 |          0 |          0
  average dram access latency (ns)   |      61.27 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.26 |        inf |        inf |        inf
  average dram queueing delay        |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      71580 |     203669 |      78498 |      30727 |      33068 |       2529 |       2665 |       2498 |        534 |        222 |        505 |       4784
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2580 |          2 |       1700 |        381 |        335 |        231 |        277 |        287 |      59391 |      56420 |      57721 |        347
