1271590,1318727,672782,660557,674892,682207,678501,686205,0
797429,1351757,707094,714202,715658,701015,690926,0,686205
787038,1338715,704626,696862,692084,692352,0,690926,678501
788076,1324070,688000,675296,693214,0,692352,701015,682207
719825,1316460,666097,680722,0,693214,692084,715658,674892
822531,1324417,682843,0,680722,675296,696862,714202,660557
1677544,1307628,0,682843,666097,688000,704626,707094,672782
1829149,0,1307628,1324417,1316460,1324070,1338715,1351757,1318727
0,1829149,1677544,822531,719825,788076,787038,797429,1271590

