15,2601655,390844,11366766,1814308
14,2542108,391361,11124107,1798392
13,1374668,328797,6442027,1526776
12,1427103,333041,6679203,1547500
11,1024017,335287,5084707,1553196
10,1079525,343301,5333234,1587632
9,1057991,344724,5265559,1590640
8,1056182,340739,5276899,1572304
7,1107795,347159,5506495,1598396
6,1111315,348604,5542515,1603848
5,1073384,347865,5410075,1598940
4,1128193,354456,5652023,1625388
3,3910935,482370,16842523,2160120
2,3846287,485458,16603436,2170488
1,3982199,499406,17175113,2229012
0,3360747,559379,14766549,2386852
