205553,846,548,17,560,12,619,2704,3551,2622,21351,553,2152,2291,3435,2708,4835,5569,1101527,606933,2807413,934510,35642,29293,50501,24260,0
11432,603,98,1,1280,0,970,1660,0,1,22034,80,99,0,1395,2163,1689,6000,1572,1291,958,1005,3698,1846,2017,0,24260
15001,625,173,1,1143,0,1769,2437,3,26,23913,155,240,0,2345,2499,3777,5388,1929,1475,979,1422,3691,1795,0,2017,50501
13120,590,115,1,1767,0,608,2592,0,1,22317,104,51,0,2727,2668,2025,5085,1524,1469,1021,624,2750,0,1795,1846,29293
14029,537,175,1,73339,9,2056,2144,24,1,22194,148,120,0,2462,1470,1623,7703,3548,3377,8855,2775,0,2750,3691,3698,35642
15887,1570,1191,1,140,0,124,1955,4422,1227,27724,840,3017,2359,148,146,176,4754,4340,2701,2814,0,2775,624,1422,1005,934510
15871,2061,574,1,116639,14,191,2416,1614,4981,28127,50807,3154,985,142,28,318,3898,3418,3495,0,2814,8855,1021,979,958,2807413
20335,918,1542,1,179,14,164,2463,4342,3352,36168,1669,3352,2424,289,28,351,5684,6318,0,3495,2701,3377,1469,1475,1291,606933
21542,1818,1404,1,198,14,158,2691,1733,4280,39447,1140,2619,5609,155,4,188,6765,0,6318,3418,4340,3548,1524,1929,1572,1101527
6691,396,645,1,4885,13,4221,2077,27,20,73189,400,77,30,1758,1568,4385,0,6765,5684,3898,4754,7703,5085,5388,6000,5569
6417,448,596,1,4199,2,4328,1729,108,107,68499,483,101,76,1671,2480,0,4385,188,351,318,176,1623,2025,3777,1689,4835
6604,532,229,1,3204,14,4405,995,30,32,68935,508,61,23,2379,0,2480,1568,4,28,28,146,1470,2668,2499,2163,2708
6402,492,355,1,3852,40,4783,1053,50,77,65045,451,55,27,0,2379,1671,1758,155,289,142,148,2462,2727,2345,1395,3435
8506,6027,3765,1,0,40,1,597,2960,3737,93223,3017,2230,0,27,23,76,30,5609,2424,985,2359,0,0,0,0,2291
8207,3538,4458,1,76,40,67,524,2990,2831,100352,4946,0,2230,55,61,101,77,2619,3352,3154,3017,120,51,240,99,2152
6057,875,988,140,54282,57,623,628,5071,4323,1045713,0,4946,3017,451,508,483,400,1140,1669,50807,840,148,104,155,80,553
6761,1045833,1046159,47,1048713,36,1053570,38163,101546,107514,0,1045713,100352,93223,65045,68935,68499,73189,39447,36168,28127,27724,22194,22317,23913,22034,21351
110925,6550,4714,1,7,40,1,646,3275,0,107514,4323,2831,3737,77,32,107,20,4280,3352,4981,1227,1,1,26,1,2622
8993,4178,4982,14,2,0,22,590,0,3275,101546,5071,2990,2960,50,30,108,27,1733,4342,1614,4422,24,0,3,0,3551
967,1060,687,5,880,330,830,0,590,646,38163,628,524,597,1053,995,1729,2077,2691,2463,2416,1955,2144,2592,2437,1660,2704
7625,912,499,6,906,369,0,830,22,1,1053570,623,67,1,4783,4405,4328,4221,158,164,191,124,2056,608,1769,970,619
357,62,55,22,60,0,369,330,0,40,36,57,40,40,40,14,2,13,14,14,14,0,9,0,0,0,12
6846,820,493,10,0,60,906,880,2,7,1048713,54282,76,0,3852,3204,4199,4885,198,179,116639,140,73339,1767,1143,1280,560
377,49,28,0,10,22,6,5,14,1,47,140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
6697,1019,0,28,493,55,499,687,4982,4714,1046159,988,4458,3765,355,229,596,645,1404,1542,574,1191,175,115,173,98,548
4270,0,1019,49,820,62,912,1060,4178,6550,1045833,875,3538,6027,492,532,448,396,1818,918,2061,1570,537,590,625,603,846
0,4270,6697,377,6846,357,7625,967,8993,110925,6761,6057,8207,8506,6402,6604,6417,6691,21542,20335,15871,15887,14029,13120,15001,11432,205553

