81624023,59814560,43067516,42000944,44443164,40191444,47380856,42830116,50833444,0
138130779,113954796,86704384,78580460,89687796,88208524,86895016,75954216,0,50833444
108212031,84444128,65353184,63275152,67510212,64121440,68505580,0,75954216,42830116
127836067,103266292,83029216,75023384,79322080,78804036,0,68505580,86895016,47380856
118666823,90202416,73585432,60657244,75433296,0,78804036,64121440,88208524,40191444
133987571,111660052,81684548,61047488,0,75433296,79322080,67510212,89687796,44443164
130557483,93239432,66309180,0,61047488,60657244,75023384,63275152,78580460,42000944
118848064,92183872,0,66309180,81684548,73585432,83029216,65353184,86704384,43067516
156303120,0,92183872,93239432,111660052,90202416,103266292,84444128,113954796,59814560
0,156303120,118848064,130557483,133987571,118666823,127836067,108212031,138130779,81624023

