34891191,6873208,4911648,8639712,5619628,6683532,5958688,4763008,5833752,6515444,23434104,29401776,4924256,8536376,0
75121119,8550264,7908280,10005996,7613472,8910208,7495220,10411236,9518472,10300060,12025200,33919604,8031016,0,8536376
40875607,3246500,3769772,3465272,3647324,3908512,3960556,5133852,20922876,4741988,24714716,7278708,0,8031016,4924256
89208052,14272920,8841424,11546020,10958024,10059328,8796436,10740560,9866248,12078104,11567140,0,7278708,33919604,29401776
48784275,6928728,4976504,7617044,5557840,7554452,7560636,7032736,6811296,6725648,0,11567140,24714716,12025200,23434104
28159349,13623712,5695284,9921888,4823972,6720284,5793400,5674648,5571588,0,6725648,12078104,4741988,10300060,6515444
35897750,5100808,4127600,5631480,10537164,4498620,5519332,6418928,0,5571588,6811296,9866248,20922876,9518472,5833752
31468052,8501892,9511540,6963996,4260020,5260932,4305764,0,6418928,5674648,7032736,10740560,5133852,10411236,4763008
33695860,3939844,13460840,7148064,11693992,3934644,0,4305764,5519332,5793400,7560636,8796436,3960556,7495220,5958688
46265204,4273840,4666248,11426024,4479528,0,3934644,5260932,4498620,6720284,7554452,10059328,3908512,8910208,6683532
28571888,4719132,3525852,5736708,0,4479528,11693992,4260020,10537164,4823972,5557840,10958024,3647324,7613472,5619628
51552560,4875136,6849668,0,5736708,11426024,7148064,6963996,5631480,9921888,7617044,11546020,3465272,10005996,8639712
28841531,5448400,0,6849668,3525852,4666248,13460840,9511540,4127600,5695284,4976504,8841424,3769772,7908280,4911648
43026940,0,5448400,4875136,4719132,4273840,3939844,8501892,5100808,13623712,6928728,14272920,3246500,8550264,6873208
0,43026940,28841531,51552560,28571888,46265204,33695860,31468052,35897750,28159349,48784275,89208052,40875607,75121119,34891191

