58578433,2932652,3116704,2631808,2633076,3119632,2717560,2629552,0
55326066,2893708,2855372,2633620,2630696,3123216,2719028,0,2629552
64861179,3020128,3293504,2720732,2719612,3237072,0,2719028,2717560
51369932,3287916,3191560,3122532,3120432,0,3237072,3123216,3119632
61801171,2881392,3141380,2633212,0,3120432,2719612,2630696,2633076
56428483,2756052,2787060,0,2633212,3122532,2720732,2633620,2631808
57634381,3195988,0,2787060,3141380,3191560,3293504,2855372,3116704
42345117,0,3195988,2756052,2881392,3287916,3020128,2893708,2932652
0,42345117,57634381,56428483,61801171,51369932,64861179,55326066,58578433

