1847746,309896,318148,85633,113367,112626,26182,71450,83366,194587,43838,42870,77055,82229,74477,0
1807775,123599,151062,96414,81517,70905,29391,28909,80429,170601,72131,68272,212530,84382,0,74477
1725731,205624,129023,106613,103012,118501,57907,45912,240266,310053,125680,58762,163674,0,84382,82229
4374955,282055,445305,377743,163888,200495,66808,62965,183575,379532,180849,95854,0,163674,212530,77055
1904034,45099,116004,120540,63106,68947,30229,34980,52653,80116,69505,0,95854,58762,68272,42870
1726442,129755,112101,116181,69652,94290,50885,34308,136616,181250,0,69505,180849,125680,72131,43838
4862912,151081,656881,543630,99694,83068,44873,42107,605680,0,181250,80116,379532,310053,170601,194587
1985933,166244,141062,126794,117296,137798,79943,40270,0,605680,136616,52653,183575,240266,80429,83366
1705825,39071,83490,110813,27760,30490,23024,0,40270,42107,34308,34980,62965,45912,28909,71450
1673014,41102,74926,66614,29496,35169,0,23024,79943,44873,50885,30229,66808,57907,29391,26182
3143585,116631,311633,159344,66005,0,35169,30490,137798,83068,94290,68947,200495,118501,70905,112626
3189910,86826,427847,141435,0,66005,29496,27760,117296,99694,69652,63106,163888,103012,81517,113367
1610604,204893,181378,0,141435,159344,66614,110813,126794,543630,116181,120540,377743,106613,96414,85633
1636878,494280,0,181378,427847,311633,74926,83490,141062,656881,112101,116004,445305,129023,151062,318148
3134950,0,494280,204893,86826,116631,41102,39071,166244,151081,129755,45099,282055,205624,123599,309896
0,3134950,1636878,1610604,3189910,3143585,1673014,1705825,1985933,4862912,1726442,1904034,4374955,1725731,1807775,1847746

