126980267,13551868,8185984,6792648,4387065,2732433,2996070,2476577,0
107821351,8687580,5526351,4016664,3142572,2150121,2837269,0,2476577
99126882,7219625,4481742,4412025,2632797,4045056,0,2837269,2996070
113705864,7419143,5847383,4347483,4704869,0,4045056,2150121,2732433
75239235,5159586,3711267,4722269,0,4704869,2632797,3142572,4387065
67210009,4847519,6096113,0,4722269,4347483,4412025,4016664,6792648
70280482,7195211,0,6096113,3711267,5847383,4481742,5526351,8185984
62199672,0,7195211,4847519,5159586,7419143,7219625,8687580,13551868
0,62199672,70280482,67210009,75239235,113705864,99126882,107821351,126980267

