1366102,80,8061,4916,80,7276,4432,122416,80,80,4284,80,13937,80,4400,80,80,104,7768,80,9364,5272,78947,6500,72464,4596,5992,102729,4992,5604,20617,57413,3898742,59504,2971001,145234,93370,844531,67592,19575,12637,5612,5092,5300,6420,74500,2894866,79387,83007,104021,0
45374,0,0,11416,0,1932,248,191308,0,0,468,0,12772,0,284,0,0,8,60,0,84,0,1620,8376,4896,432,0,3152,0,0,0,560,3668,880,1480,4384,7032,1536,1128,5736,432,7396,0,5772,18772,984,1244,3596,6168,0,104021
37463,0,12,9388,0,1476,332,166016,0,0,640,0,10880,0,200,0,0,8,0,0,452,0,980,9760,4656,148,0,1720,0,0,144,568,2816,876,1668,4088,3800,1064,1236,3484,588,12248,0,7196,3148,908,832,11348,0,6168,83007
37497,0,0,9388,0,2664,300,147700,0,0,204,0,10180,0,492,0,0,8,0,0,144,0,964,9252,4116,144,0,2348,0,0,0,620,5680,976,2060,4120,4508,1436,1672,4636,300,5084,0,16024,0,1704,1280,0,11348,3596,79387
42849,0,7316,352,0,5508,328,222442,0,0,296,0,9848,0,6252,0,0,8,5752,0,9924,0,856,0,4236,144,0,644,0,64,24,688,21580,1072,7568,3176,6332,7792,488,3076,10576,288,8,0,144,792,0,1280,832,1244,2894866
32303,0,0,216,0,1468,272,168345,0,0,7948,0,6784,0,252,0,0,8,0,0,164,9612,1200,712,5148,4164,0,3908,7320,0,172,500,2336,816,1240,3408,1304,1452,3220,6492,144,376,4188,0,568,0,792,1704,908,984,74500
25622,0,8,27941,0,3176,0,154291,0,0,8,0,1680,0,1960,0,0,8,28,0,100,108,8,7968,624,8,72,12,32,112,24,144,0,76,32,0,12808,0,568,208,196,3396,68,0,0,568,144,0,3148,18772,6420
21800,0,16,25280,0,3056,0,134445,0,0,8,0,1448,0,1672,0,0,16,32,0,32,40,0,2924,24,56,52,568,0,20,100,0,0,0,24,0,3252,0,572,144,140,7072,0,0,0,0,0,16024,7196,5772,5300
18748,0,0,96,52,1792,0,125890,0,0,20588,0,1200,0,2056,0,0,8,76,0,0,6804,0,0,8916,2264,0,10552,228,0,152,36,0,0,24,68,0,0,3488,112,68,32,0,0,68,4188,8,0,0,0,5092
22235,0,24,25208,0,1872,96,117850,0,0,140,0,1440,0,2792,52,0,8,96,0,0,76,0,940,0,100,0,452,16,16,108,460,468,0,24,0,7624,144,568,200,340,0,32,7072,3396,376,288,5084,12248,7396,5612
839473,0,8260,0,0,24780,0,294890,52,0,328,0,2936,0,29596,0,0,16,10400,0,12148,188,164,32,0,72,60,0,128,16,184,0,23696,316,8040,0,0,15612,0,500,0,340,68,140,196,144,10576,300,588,432,12637
20749,0,560,240,0,3360,19116,129946,0,0,208,12,12464,0,2480,0,0,8,252,0,232,148,14468,188,3056,160,416,3684,236,4084,16512,7476,17340,10564,4296,28332,4184,4064,3612,0,500,200,112,144,208,6492,3076,4636,3484,5736,19575
29295,0,0,184,0,1464,168,139854,0,0,7180,0,7444,0,148,0,0,8,0,0,0,4200,1072,104,2656,10720,0,3124,8388,0,168,512,2772,612,1516,3076,892,768,0,3612,0,568,3488,572,568,3220,488,1672,1236,1128,67592
58040,0,7312,464,0,10540,424,274136,0,0,424,0,14484,0,6428,0,0,8,12136,0,13068,144,1304,8,5208,0,32,872,0,0,8,808,22716,1036,9472,3980,9044,0,768,4064,15612,144,0,0,0,1452,7792,1436,1064,1536,844531
37379,0,0,9228,0,1980,320,148392,0,0,324,0,9708,0,420,0,0,8,0,0,432,0,1376,4536,5560,452,0,1340,0,0,0,408,11136,800,8428,3328,0,9044,892,4184,0,7624,0,3252,12808,1304,6332,4508,3800,7032,93370
60936,0,0,504,0,2240,15340,258818,0,0,448,0,16084,0,372,0,0,8,0,0,164,0,21396,164,7804,0,14616,6892,0,11480,11876,7180,19132,8284,8444,0,3328,3980,3076,28332,0,0,68,0,0,3408,3176,4120,4088,4384,145234
110727,0,17864,480,0,11241,464,288628,0,0,308,0,13476,0,7660,0,0,8,11496,0,17012,24,1228,180,6908,336,48,2188,24,24,40,604,36228,1004,0,8444,8428,9472,1516,4296,8040,24,24,24,32,1240,7568,2060,1668,1480,2971001
27240,0,0,440,0,1580,5260,139701,0,0,252,0,10196,0,240,0,0,8,0,0,0,8,3212,0,2920,152,8028,1172,0,10660,1124,2060,2264,0,1004,8284,800,1036,612,10564,316,0,0,0,76,816,1072,976,876,880,59504
114471,0,22436,664,0,16420,428,503856,0,0,484,0,15716,0,14408,0,0,8,23496,0,18712,156,4168,0,11636,468,0,3920,0,48,16,32724,0,2264,36228,19132,11136,22716,2772,17340,23696,468,0,0,0,2336,21580,5680,2816,3668,3898742
22255,0,0,108,0,1092,5304,106676,0,0,292,0,7800,0,276,0,0,8,0,0,0,0,4592,0,2252,144,2500,720,0,10620,3160,0,32724,2060,604,7180,408,808,512,7476,0,460,36,0,144,500,688,620,568,560,57413
23010,0,56,0,0,4352,26920,148000,0,52,20,12,14232,0,2440,0,0,8,48,0,64,28,17072,56,0,148,5704,0,132,112,0,3160,16,1124,40,11876,0,8,168,16512,184,108,152,100,24,172,24,0,144,0,20617
21528,0,0,0,0,2896,22920,141238,0,0,8,84,3312,0,1768,0,0,8,152,0,32,0,8,36,68,108,5944,0,32,0,112,10620,48,10660,24,11480,0,0,0,4084,16,16,0,20,112,0,64,0,0,0,5604
20518,0,32,112,0,2352,0,136184,0,0,22168,0,1200,0,1928,0,0,8,0,0,48,1808,8,0,5740,5824,68,11476,0,32,132,0,0,0,24,0,0,0,8388,236,128,16,228,0,32,7320,0,0,0,0,4992
42675,0,0,336,0,1476,252,189541,0,0,10620,0,10036,0,224,0,0,8,0,0,0,8020,1156,1136,7964,5868,104,0,11476,0,0,720,3920,1172,2188,6892,1340,872,3124,3684,0,452,10552,568,12,3908,644,2348,1720,3152,102729
22343,0,16,0,0,2792,24645,163704,0,0,32,36,3028,0,1832,0,0,8,144,0,76,104,7544,32,0,52,0,104,68,5944,5704,2500,0,8028,48,14616,0,32,0,416,60,0,0,52,72,0,0,0,0,0,5992
19216,0,16,96,0,1372,0,148196,0,0,23120,0,1200,0,2472,0,0,8,172,0,108,3508,288,64,7316,0,52,5868,5824,108,148,144,468,152,336,0,452,0,10720,160,72,100,2264,56,8,4164,144,144,148,432,4596
32448,0,84,384,0,1336,288,149112,0,0,7960,0,10900,0,260,0,0,8,0,0,0,9952,4152,596,0,7316,0,7964,5740,68,0,2252,11636,2920,6908,7804,5560,5208,2656,3056,0,0,8916,24,624,5148,4236,4116,4656,4896,72464
23794,0,36,26352,0,2536,68,157146,0,0,20,0,1568,0,2408,0,0,16,16,0,120,40,0,0,596,64,32,1136,0,36,56,0,0,0,180,164,4536,8,104,188,32,940,0,2924,7968,712,0,9252,9760,8376,6500
38663,0,0,432,0,1280,9280,189792,0,0,284,0,10584,0,232,0,0,8,0,0,0,0,0,0,4152,288,7544,1156,8,8,17072,4592,4168,3212,1228,21396,1376,1304,1072,14468,164,0,0,0,8,1200,856,964,980,1620,78947
21946,0,56,96,0,1760,0,144332,0,0,23593,96,1344,0,2696,0,0,8,80,0,36,0,0,40,9952,3508,104,8020,1808,0,28,0,156,8,24,0,0,144,4200,148,188,76,6804,40,108,9612,0,0,0,0,5272
42443,0,10444,136,0,33772,36,271003,8,0,104,116,3048,8,24092,0,0,32,10724,0,0,36,0,120,0,108,76,0,48,32,64,0,18712,0,17012,164,432,13068,0,232,12148,0,0,32,100,164,9924,144,452,84,9364
1368,92,16,0,0,0,120,232,24,276,8,20,1680,0,0,28,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
39027,0,8600,0,44,30956,16,281585,0,0,8,152,2820,0,24701,0,92,0,0,32,10724,80,0,16,0,172,144,0,0,152,48,0,23496,0,11496,0,0,12136,0,252,10400,96,76,32,28,0,5752,0,0,60,7768
1356,0,24,0,0,64,16,156,384,0,8,0,104,0,912,0,0,0,0,0,32,8,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,8,16,8,8,8,8,8,8,104
1400,0,0,160,0,0,16,228,20,0,16,344,24,112,8,20,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
1344,20,0,104,0,92,8,156,0,0,100,308,0,32,8,0,20,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,80
36131,8,28428,1840,40,4420,2368,1365221,128,8,1964,212,5348,8,0,8,8,912,24701,0,24092,2696,232,2408,260,2472,1832,224,1928,1768,2440,276,14408,240,7660,372,420,6428,148,2480,29596,2792,2056,1672,1960,252,6252,492,200,284,4400
