136904931,21272444,13116764,18104316,11151288,15670232,11218112,15552376,32323120,10217552,0
72745347,10942636,9531604,12344048,26791432,9264060,8734168,9344520,30432056,0,10217552
94044895,16289588,10347544,14247828,7892876,11637164,9782736,11950912,0,30432056,32323120
46284907,11299792,8946580,16868908,9084988,19888372,8660688,0,11950912,9344520,15552376
51179955,10557224,8797812,9789932,21362660,18995588,0,8660688,9782736,8734168,11218112
54194706,11166416,8488680,11807684,12252500,0,18995588,19888372,11637164,9264060,15670232
63084854,15248160,9742736,11055472,0,12252500,21362660,9084988,7892876,26791432,11151288
50836155,9744204,14603788,0,11055472,11807684,9789932,16868908,14247828,12344048,18104316
46010320,12983096,0,14603788,9742736,8488680,8797812,8946580,10347544,9531604,13116764
56893580,0,12983096,9744204,15248160,11166416,10557224,11299792,16289588,10942636,21272444
0,56893580,46010320,50836155,63084854,54194706,51179955,46284907,94044895,72745347,136904931

