66326160,7528109,4867979,4037965,4975708,4538971,1389162,3228587,2406908,0
87205022,11222173,8977596,5893728,6738445,5881433,1352739,3257907,0,2406908
47525082,6088573,3630165,4261483,5429284,4231997,5448036,0,3257907,3228587
108309319,18766568,16993906,9237348,9362081,9724074,0,5448036,1352739,1389162
35165178,6322266,3651778,5307586,6608001,0,9724074,4231997,5881433,4538971
52631568,10131203,7016255,7908564,0,6608001,9362081,5429284,6738445,4975708
41124935,9647490,6817746,0,7908564,5307586,9237348,4261483,5893728,4037965
22325447,7160646,0,6817746,7016255,3651778,16993906,3630165,8977596,4867979
29404953,0,7160646,9647490,10131203,6322266,18766568,6088573,11222173,7528109
0,29404953,22325447,41124935,52631568,35165178,108309319,47525082,87205022,66326160

