205777,15263,800,537,4,4,555,2386,4,5,543,4,4,4,614,4,4,4,2026,2436,1613,1903,1237,3258,2445,3156,1250,1122,996,1097,1863,1447,1225,1295,107011,389715,325850,85219,11780,25709,24400,14299,18608,10457,17152,14396,17833,13528,12945,14981,0
5820,9569,86,84,0,0,57,1157,0,1,51,0,0,0,1022,0,0,0,120,0,0,0,0,12,27,0,0,0,0,24,2639,1382,514,883,1280,960,371,370,199,456,630,332,888,381,788,1015,872,639,1056,0,14981
6700,9427,67,36,0,0,51,1061,0,1,64,0,0,0,1178,0,0,0,168,0,27,0,0,38,48,0,0,0,24,0,2636,193,1453,2237,631,745,215,146,101,76,199,167,537,241,376,344,2877,840,0,1056,12945
6743,10117,90,78,0,0,69,1284,0,1,80,0,0,14,1211,0,0,0,147,0,0,24,0,14,72,0,0,0,0,0,2547,1782,1883,490,357,531,118,115,107,78,164,57,535,66,286,220,2069,0,840,639,13528
9102,15707,181,112,0,0,93,1896,0,1,83,0,0,38,1647,0,0,0,72,48,48,0,0,20,99,0,0,0,0,0,5179,2132,1060,683,1368,1057,356,342,233,353,423,348,1107,461,420,346,0,2069,2877,872,17833
6189,11049,53,63,0,0,36,608,0,1,1054,0,0,0,29,0,0,0,48,24,0,0,27,14,24,0,1048,3,690,2650,1556,142,0,0,548,325,155,174,65,167,168,132,987,523,1122,0,346,220,344,1015,14396
7658,14214,57,39,0,0,30,917,0,1,1336,0,0,0,42,0,0,0,27,0,0,0,24,16,24,0,288,2344,1753,798,2176,142,4,143,645,874,198,258,127,231,330,201,1342,1243,0,1122,420,286,376,788,17152
4913,7875,57,21,0,0,28,797,0,1,854,0,0,0,61,0,0,0,48,24,0,0,0,61,0,0,982,1363,779,212,1150,1,142,0,341,291,93,96,126,144,196,84,421,0,1243,523,461,66,241,381,10457
11350,9810,60,53,0,0,46,1099,0,1,998,0,0,38,84,0,0,0,3,3,3,3,3,16,54,3,2534,828,697,299,1000,287,7,145,1886,1509,503,625,579,523,789,704,0,421,1342,987,1107,535,537,888,18608
6788,10777,75,36,0,0,1144,807,0,1,61,0,0,0,68,0,0,0,192,24,0,0,479,2415,1523,776,24,0,0,0,1047,0,0,0,649,420,234,223,646,1379,1928,0,704,84,201,132,348,57,167,332,14299
8541,12601,80,46,0,0,1510,1182,0,1,73,0,0,0,92,0,0,0,168,24,24,0,1962,1735,1026,1362,0,0,24,0,1429,0,0,0,708,645,133,355,1468,1675,0,1928,789,196,330,168,423,164,199,630,24400
