49728111,4723883,5554700,2333486,3257901,2862114,2887195,6476955,0
29647134,2446330,1860976,818972,1136271,1361100,6509233,0,6476955
27352044,2776515,2793841,1175200,6267958,1593567,0,6509233,2887195
18359787,1670922,3042232,2879460,1719091,0,1593567,1361100,2862114
30633729,3086276,2948465,5433608,0,1719091,6267958,1136271,3257901
20267616,1739694,1593790,0,5433608,2879460,1175200,818972,2333486
25407607,3433959,0,1593790,2948465,3042232,2793841,1860976,5554700
24265020,0,3433959,1739694,3086276,1670922,2776515,2446330,4723883
0,24265020,25407607,20267616,30633729,18359787,27352044,29647134,49728111

