75068724,54456752,67624128,49622696,46646336,44029136,43199992,44155272,64258564,0
94349023,80259068,85894952,78791552,63729964,68163712,78892168,1152672516,0,64258564
118223402,101198936,103380204,73035832,30444384,55492032,70382528,0,1152672516,44155272
64544438,59829704,50507304,52470712,67360660,49702340,0,70382528,78892168,43199992
70124312,67633368,54516624,47444328,61579100,0,49702340,55492032,68163712,44029136
80438592,80655744,60970884,67632988,0,61579100,67360660,30444384,63729964,46646336
63222966,53467544,65243580,0,67632988,47444328,52470712,73035832,78791552,49622696
64416157,57485392,0,65243580,60970884,54516624,50507304,103380204,85894952,67624128
79519908,0,57485392,53467544,80655744,67633368,59829704,101198936,80259068,54456752
0,79519908,64416157,63222966,80438592,70124312,64544438,118223402,94349023,75068724

