                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5     
  Instructions                       |  3367966677 |  3356024556 |  3371065883 |  3399817635 |  3407063149 |  3410512632
  Cycles                             |  1193940400 |  1193940400 |  1193940400 |  1193940400 |  1193940400 |  1193940400
  IPC                                |        2.82 |        2.81 |        2.82 |        2.85 |        2.85 |        2.86
  Time (ns)                          |  1193940400 |  1193940400 |  1193940400 |  1193940400 |  1193940400 |  1193940400
  Idle time (ns)                     |         230 |      561303 |      565619 |      569637 |      573549 |      577461
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0%
Branch predictor stats               |             |             |             |             |             |            
  num correct                        |    21292493 |    17764057 |    22778685 |    32362830 |   305378271 |   306527970
  num incorrect                      |       63811 |       53529 |       53467 |       53639 |       44968 |       45169
  misprediction rate                 |       0.30% |       0.30% |       0.23% |       0.17% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |            
    num accesses                     |   315253224 |   314954114 |   314953923 |   314953923 |   237626701 |   237626702
    num misses                       |         410 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |            
    num accesses                     |  1543900391 |  1541132295 |  1543637837 |  1548429096 |  1308645651 |  1309220442
    num misses                       |     1881712 |     1926909 |     1873388 |     1857249 |     1402079 |     1407103
    miss rate                        |       0.12% |       0.13% |       0.12% |       0.12% |       0.11% |       0.11%
    mpki                             |        0.56 |        0.57 |        0.56 |        0.55 |        0.41 |        0.41
  L2 TLB                             |             |             |             |             |             |            
    num accesses                     |     1882122 |     1926947 |     1873426 |     1857287 |     1402117 |     1407141
    num misses                       |       45213 |       47467 |       48255 |       35501 |       32894 |       44131
    miss rate                        |       2.40% |       2.46% |       2.58% |       1.91% |       2.35% |       3.14%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |            
    num cache accesses               |   315253224 |   314954114 |   314953923 |   314953923 |   237626701 |   237626702
    num cache misses                 |      466979 |      377236 |      375421 |      366164 |      255138 |      259381
    miss rate                        |       0.15% |       0.12% |       0.12% |       0.12% |       0.11% |       0.11%
    mpki                             |        0.14 |        0.11 |        0.11 |        0.11 |        0.07 |        0.08
  Cache L1-D                         |             |             |             |             |             |            
    num cache accesses               |  1543900391 |  1541132295 |  1543637837 |  1548429096 |  1308645651 |  1309220442
    num cache misses                 |    52035555 |    51785301 |    51792028 |    51792960 |    39439600 |    39382198
    miss rate                        |       3.37% |       3.36% |       3.36% |       3.34% |       3.01% |       3.01%
    mpki                             |       15.45 |       15.43 |       15.36 |       15.23 |       11.58 |       11.55
  Cache L2                           |             |             |             |             |             |            
    num cache accesses               |    52724306 |    52348973 |    52367343 |    52730826 |    40184204 |    40054087
    num cache misses                 |     6575595 |     6281286 |     6309480 |     6461652 |     4210096 |     4307498
    miss rate                        |      12.47% |      12.00% |      12.05% |      12.25% |      10.48% |      10.75%
    mpki                             |        1.95 |        1.87 |        1.87 |        1.90 |        1.24 |        1.26
  Cache L3                           |             |             |             |             |             |            
    num cache accesses               |     6799589 |     6467741 |     6509392 |     7034175 |     4709492 |     4742930
    num cache misses                 |      341827 |      274489 |      273318 |      723923 |      940180 |      638368
    miss rate                        |       5.03% |       4.24% |       4.20% |      10.29% |      19.96% |      13.46%
    mpki                             |        0.10 |        0.08 |        0.08 |        0.21 |        0.28 |        0.19
DRAM summary                         |             |             |             |             |             |            
  num dram accesses                  |       26280 |           0 |           0 |           0 |       26240 |           0
  average dram access latency (ns)   |       61.67 |         inf |         inf |         inf |       61.63 |         inf
  average dram queueing delay        |        0.42 |        0.00 |        0.00 |        0.00 |        0.38 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |            
  num loads from dram                |        8213 |        1382 |        1400 |        1384 |        1031 |        1148
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      315449 |      266988 |      266360 |      715846 |      917286 |      618759
