                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    6237561 |    6256288 |    6243688 |    6216619 |    5638325 |    5604115 |    5537154 |    5510714
  Cycles                             |    5385880 |    5385880 |    5385880 |    5385880 |    4085840 |    4085840 |    4085840 |    4085840 |    5385880 |    5385880 |    5385880 |    5385880 |    4085840 |    4085840 |    4085840 |    4085840
  IPC                                |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.16 |       1.16 |       1.16 |       1.15 |       1.38 |       1.37 |       1.36 |       1.35
  Time (ns)                          |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200
  Idle time (ns)                     |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |    1857200 |     458734 |     457999 |     457249 |     456507 |        456 |     453434 |     455733 |     459480
  Idle time (%)                      |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      24.7% |      24.7% |      24.6% |      24.6% |       0.0% |      24.4% |      24.5% |      24.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     824477 |     830114 |     823787 |     808561 |     432505 |     626246 |     613958 |     617775
  num incorrect                      |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       4833 |       4716 |       4797 |       5159 |      21525 |       5132 |       4914 |       4696
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.58% |      0.56% |      0.58% |      0.63% |      4.74% |      0.81% |      0.79% |      0.75%
  mpki                               |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.77 |       0.75 |       0.77 |       0.83 |       3.82 |       0.92 |       0.89 |       0.85
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     457342 |     458225 |     459317 |     462127 |     623592 |     467110 |     461863 |     457473
    num misses                       |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |         29 |         28 |         29 |         30 |        281 |         29 |         29 |         30
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.05% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.05 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    2509640 |    2511113 |    2512959 |    2521811 |    2898818 |    2446073 |    2424426 |    2403120
    num misses                       |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |        366 |        372 |        444 |        439 |       3033 |        443 |        408 |        242
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.02% |      0.02% |      0.10% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.06 |       0.06 |       0.07 |       0.07 |       0.54 |       0.08 |       0.07 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |        395 |        400 |        473 |        469 |       3314 |        472 |        437 |        272
    num misses                       |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |        153 |        153 |        160 |        157 |        604 |        157 |        153 |        141
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     38.73% |     38.25% |     33.83% |     33.48% |     18.23% |     33.26% |     35.01% |     51.84%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.02 |       0.02 |       0.03 |       0.03 |       0.11 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     457342 |     458225 |     459317 |     462127 |     623592 |     467110 |     461863 |     457473
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |        393 |        380 |        389 |        394 |       7276 |        400 |        384 |        390
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |      0.09% |      0.08% |      0.08% |      0.09% |      1.17% |      0.09% |      0.08% |      0.09%
    mpki                             |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |       0.06 |       0.06 |       0.06 |       0.06 |       1.29 |       0.07 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    2509640 |    2511113 |    2512959 |    2521811 |    2898818 |    2446073 |    2424426 |    2403120
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      49870 |      49975 |      50193 |      50581 |      87736 |      71300 |      69525 |      68283
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |      1.99% |      1.99% |      2.00% |      2.01% |      3.03% |      2.91% |      2.87% |      2.84%
    mpki                             |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |       8.00 |       7.99 |       8.04 |       8.14 |      15.56 |      12.72 |      12.56 |      12.39
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      53029 |      53116 |      53310 |      53743 |     101907 |      75383 |      72612 |      69596
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13611 |      13833 |      13922 |      14173 |      19978 |      12855 |      14208 |      13494
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |     25.67% |     26.04% |     26.12% |     26.37% |     19.60% |     17.05% |     19.57% |     19.39%
    mpki                             |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |       2.18 |       2.21 |       2.23 |       2.28 |       3.54 |       2.29 |       2.57 |       2.45
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      19986 |      20149 |      20234 |      20592 |      32149 |      20789 |      20567 |      18205
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       2085 |       2043 |       2068 |       2078 |      12091 |       2467 |       2051 |       2013
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |     10.43% |     10.14% |     10.22% |     10.09% |     37.61% |     11.87% |      9.97% |     11.06%
    mpki                             |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |       0.33 |       0.33 |       0.33 |       0.33 |       2.14 |       0.44 |       0.37 |       0.37
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      26815 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     723.56 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     662.31 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |        131 |        125 |        136 |        134 |       5346 |        148 |        128 |        101
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
