                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   30476238 |   30906152 |   30886509 |   30713144 |   30722280 |   30319991 |   30342967 |   29945269 |   29699768 |   29678270 |   29647073 |   29907724
  Cycles                             |   19513200 |   19513200 |   19513200 |   19513200 |   14634900 |   14634900 |   19513200 |   19513200 |   19513200 |   19513200 |   14634900 |   14634900
  IPC                                |       1.56 |       1.58 |       1.58 |       1.57 |       2.10 |       2.07 |       1.55 |       1.53 |       1.52 |       1.52 |       2.03 |       2.04
  Time (ns)                          |    4878300 |    4878300 |    4878300 |    4878300 |    4878300 |    4878300 |    4878300 |    4878300 |    4878300 |    4878300 |    4878300 |    4878300
  Idle time (ns)                     |     145049 |     375214 |     339474 |     305440 |     279094 |     267100 |     267260 |     267413 |     267530 |     267718 |     267847 |     268962
  Idle time (%)                      |       3.0% |       7.7% |       7.0% |       6.3% |       5.7% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5% |       5.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5340912 |    5798909 |    5593275 |    5625187 |    5780870 |    5562492 |    5602818 |    5391184 |    5276022 |    5232896 |    5148637 |    5450412
  num incorrect                      |      30816 |      21556 |      23013 |      24533 |      24494 |      25322 |      25347 |      25721 |      25686 |      25318 |      24864 |      22623
  misprediction rate                 |      0.57% |      0.37% |      0.41% |      0.43% |      0.42% |      0.45% |      0.45% |      0.47% |      0.48% |      0.48% |      0.48% |      0.41%
  mpki                               |       1.01 |       0.70 |       0.75 |       0.80 |       0.80 |       0.84 |       0.84 |       0.86 |       0.86 |       0.85 |       0.84 |       0.76
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1136787 |     958783 |    1021199 |    1001671 |     963842 |    1000358 |     988305 |    1016458 |    1061153 |    1068201 |    1106705 |    1036136
    num misses                       |        221 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11196768 |   10815103 |   11064868 |   10912879 |   10710229 |   10744650 |   10703213 |   10734793 |   10733045 |   10774742 |   10858187 |   10622992
    num misses                       |       1876 |        261 |        276 |        260 |       1213 |        240 |        265 |        867 |       1507 |        294 |        307 |       1528
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.01% |      0.01% |      0.00% |      0.00% |      0.01%
    mpki                             |       0.06 |       0.01 |       0.01 |       0.01 |       0.04 |       0.01 |       0.01 |       0.03 |       0.05 |       0.01 |       0.01 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2097 |        288 |        303 |        287 |       1240 |        267 |        292 |        894 |       1534 |        321 |        334 |       1555
    num misses                       |        542 |        185 |        189 |        189 |        181 |        180 |        182 |        181 |        179 |        181 |        180 |        178
    miss rate                        |     25.85% |     64.24% |     62.38% |     65.85% |     14.60% |     67.42% |     62.33% |     20.25% |     11.67% |     56.39% |     53.89% |     11.45%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1136787 |     958783 |    1021199 |    1001671 |     963842 |    1000358 |     988305 |    1016458 |    1061153 |    1068201 |    1106705 |    1036136
    num cache misses                 |      12485 |        297 |        302 |        295 |        362 |        375 |        296 |        302 |        295 |        303 |        368 |        359
    miss rate                        |      1.10% |      0.03% |      0.03% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.41 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11196768 |   10815103 |   11064868 |   10912879 |   10710229 |   10744650 |   10703213 |   10734793 |   10733045 |   10774742 |   10858187 |   10622992
    num cache misses                 |     838509 |     799001 |     830533 |     815682 |     788490 |     785053 |     784940 |     799195 |     796614 |     810531 |     816169 |     785429
    miss rate                        |      7.49% |      7.39% |      7.51% |      7.47% |      7.36% |      7.31% |      7.33% |      7.44% |      7.42% |      7.52% |      7.52% |      7.39%
    mpki                             |      27.51 |      25.85 |      26.89 |      26.56 |      25.67 |      25.89 |      25.87 |      26.69 |      26.82 |      27.31 |      27.53 |      26.26
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     861494 |     806128 |     838912 |     822783 |     796046 |     792645 |     793366 |     806761 |     803333 |     818039 |     823223 |     792170
    num cache misses                 |      90592 |      80710 |      79414 |      80542 |      80176 |      81805 |      80725 |      80713 |      81035 |      80357 |      80999 |      80665
    miss rate                        |     10.52% |     10.01% |      9.47% |      9.79% |     10.07% |     10.32% |     10.18% |     10.00% |     10.09% |      9.82% |      9.84% |     10.18%
    mpki                             |       2.97 |       2.61 |       2.57 |       2.62 |       2.61 |       2.70 |       2.66 |       2.70 |       2.73 |       2.71 |       2.73 |       2.70
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     103371 |      87966 |      87914 |      87756 |      87793 |      89034 |      89268 |      88400 |      87864 |      87987 |      88097 |      87448
    num cache misses                 |      25776 |      13181 |      10913 |      15241 |      13338 |      13923 |      16271 |      15414 |      14664 |      15606 |      14318 |      13651
    miss rate                        |     24.94% |     14.98% |     12.41% |     17.37% |     15.19% |     15.64% |     18.23% |     17.44% |     16.69% |     17.74% |     16.25% |     15.61%
