                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  203747102 |  204261360 |  204471894 |  204111704 |  204610578 |  204297838 |  204330331 |  204589691
  Cycles                             |   65708200 |   65708200 |   65708200 |   65708200 |   65708200 |   65708200 |   65708200 |   65708200
  IPC                                |       3.10 |       3.11 |       3.11 |       3.11 |       3.11 |       3.11 |       3.11 |       3.11
  Time (ns)                          |   22658000 |   22658000 |   22658000 |   22658000 |   22658000 |   22658000 |   22658000 |   22658000
  Idle time (ns)                     |        502 |     357370 |     359372 |     359960 |     360545 |     361108 |     361693 |     362256
  Idle time (%)                      |       0.0% |       1.6% |       1.6% |       1.6% |       1.6% |       1.6% |       1.6% |       1.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   11192836 |   11498828 |   11559329 |   11456073 |   11598595 |   11509233 |   11518385 |   11592627
  num incorrect                      |     262386 |     244576 |     244354 |     244588 |     244602 |     244586 |     244610 |     244587
  misprediction rate                 |      2.29% |      2.08% |      2.07% |      2.09% |      2.07% |      2.08% |      2.08% |      2.07%
  mpki                               |       1.29 |       1.20 |       1.20 |       1.20 |       1.20 |       1.20 |       1.20 |       1.20
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   17363239 |   17221977 |   17221891 |   17221964 |   17221969 |   17221978 |   17222068 |   17221976
    num misses                       |        355 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   65274643 |   65024730 |   65054499 |   65003305 |   65074580 |   65029937 |   65034868 |   65071634
    num misses                       |      49449 |      46511 |      45906 |      46623 |      45669 |      45021 |      46378 |      46726
    miss rate                        |      0.08% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.24 |       0.23 |       0.22 |       0.23 |       0.22 |       0.22 |       0.23 |       0.23
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      49804 |      46539 |      45934 |      46651 |      45697 |      45049 |      46406 |      46754
    num misses                       |      12450 |      11366 |      11525 |      11376 |      11398 |      11410 |      11455 |      11392
    miss rate                        |     25.00% |     24.42% |     25.09% |     24.39% |     24.94% |     25.33% |     24.68% |     24.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   17363239 |   17221977 |   17221891 |   17221964 |   17221969 |   17221978 |   17222068 |   17221976
    num cache misses                 |      11165 |       1968 |       1991 |       2452 |       2060 |       2425 |       2068 |       2060
    miss rate                        |      0.06% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   65274643 |   65024730 |   65054499 |   65003305 |   65074580 |   65029937 |   65034868 |   65071634
    num cache misses                 |    6144547 |    6132620 |    6131733 |    6132191 |    6131645 |    6132071 |    6132791 |    6131846
    miss rate                        |      9.41% |      9.43% |      9.43% |      9.43% |      9.42% |      9.43% |      9.43% |      9.42%
    mpki                             |      30.16 |      30.02 |      29.99 |      30.04 |      29.97 |      30.02 |      30.01 |      29.97
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    6175784 |    6157461 |    6158581 |    6156680 |    6153834 |    6156981 |    6157730 |    6153635
    num cache misses                 |     619365 |     600594 |     596556 |     601855 |     597577 |     603602 |     598550 |     594772
    miss rate                        |     10.03% |      9.75% |      9.69% |      9.78% |      9.71% |      9.80% |      9.72% |      9.67%
    mpki                             |       3.04 |       2.94 |       2.92 |       2.95 |       2.92 |       2.95 |       2.93 |       2.91
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     741397 |     733667 |     726900 |     725894 |     723914 |     730845 |     723461 |     713653
    num cache misses                 |     247463 |     247622 |     256168 |     240592 |     243636 |     250480 |     241519 |     233501
    miss rate                        |     33.38% |     33.75% |     35.24% |     33.14% |     33.66% |     34.27% |     33.38% |     32.72%
    mpki                             |       1.21 |       1.21 |       1.25 |       1.18 |       1.19 |       1.23 |       1.18 |       1.14
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     692273 |          0 |          0 |          0 |     692145 |          0 |          0 |          0
  average dram access latency (ns)   |   10754.87 |        inf |        inf |        inf |   10756.31 |        inf |        inf |        inf
  average dram queueing delay        |   10693.62 |       0.00 |       0.00 |       0.00 |   10695.05 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      3.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      38114 |      41849 |      43847 |      37239 |      37424 |      35447 |      30959 |      26612
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     123659 |     123498 |     122181 |     117585 |     123854 |     123921 |     123791 |     123132
