                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  136747592 |  133973257 |  134390857 |  132459852 |  175265481 |  177478691 |  178219313 |  173030774 |  137408487 |  135819189 |  134060525 |  136342110 |  177211768 |  177719493 |  177993789 |  175890769
  Cycles                             |  130477600 |  130477600 |  130477600 |  130477600 |  171993200 |  171993200 |  171993200 |  171993200 |  130477600 |  130477600 |  130477600 |  130477600 |  171993200 |  171993200 |  171993200 |  171993200
  IPC                                |       1.05 |       1.03 |       1.03 |       1.02 |       1.02 |       1.03 |       1.04 |       1.01 |       1.05 |       1.04 |       1.03 |       1.04 |       1.03 |       1.03 |       1.03 |       1.02
  Time (ns)                          |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000 |   59308000
  Idle time (ns)                     |      67271 |     457738 |     465015 |     461788 |     793649 |     707884 |     855187 |     837841 |     531637 |     537377 |     466088 |     533832 |     704294 |     778569 |     756409 |     739608
  Idle time (%)                      |       0.1% |       0.8% |       0.8% |       0.8% |       1.3% |       1.2% |       1.4% |       1.4% |       0.9% |       0.9% |       0.8% |       0.9% |       1.2% |       1.3% |       1.3% |       1.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10862400 |   10776435 |   10927720 |   10377996 |   22613437 |   23249127 |   23461198 |   21978944 |   11818436 |   11371771 |   10870537 |   11520829 |   23199333 |   23344891 |   23423054 |   22822178
  num incorrect                      |      31608 |      15487 |      14799 |      14649 |      14636 |      14661 |      14559 |      14480 |      14122 |      14259 |      13916 |      14222 |      14102 |      13986 |      14010 |      13947
  misprediction rate                 |      0.29% |      0.14% |      0.14% |      0.14% |      0.06% |      0.06% |      0.06% |      0.07% |      0.12% |      0.13% |      0.13% |      0.12% |      0.06% |      0.06% |      0.06% |      0.06%
