                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  443857447 |  431499034 |  477010230 |  441877321 |  338470685 |  430208488 |  364980651 |  343032981 |  556567463 |  556669404 |  556299115 |  555815654
  Cycles                             |  275812800 |  275812800 |  275812800 |  275812800 |  206859600 |  206859600 |  206859600 |  206859600 |  275812800 |  275812800 |  275812800 |  275812800
  IPC                                |       1.61 |       1.56 |       1.73 |       1.60 |       1.64 |       2.08 |       1.76 |       1.66 |       2.02 |       2.02 |       2.02 |       2.02
  Time (ns)                          |   68953200 |   68953200 |   68953200 |   68953200 |   68953200 |   68953200 |   68953200 |   68953200 |   68953200 |   68953200 |   68953200 |   68953200
  Idle time (ns)                     |    1330091 |    1381162 |    1247006 |    1116065 |    1018924 |     901176 |     779002 |     657785 |     467517 |     344226 |     280843 |     451376
  Idle time (%)                      |       1.9% |       2.0% |       1.8% |       1.6% |       1.5% |       1.3% |       1.1% |       1.0% |       0.7% |       0.5% |       0.4% |       0.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |  119267275 |  114471412 |  130480836 |  118871592 |   84196452 |  115185261 |   92830401 |   85698295 |  156091172 |  156648323 |  155933414 |  156438907
  num incorrect                      |     120288 |     123808 |     129109 |     134277 |     138894 |     138535 |     141539 |     139376 |     140280 |     135870 |     134018 |     124150
  misprediction rate                 |      0.10% |      0.11% |      0.10% |      0.11% |      0.16% |      0.12% |      0.15% |      0.16% |      0.09% |      0.09% |      0.09% |      0.08%
  mpki                               |       0.27 |       0.29 |       0.27 |       0.30 |       0.41 |       0.32 |       0.39 |       0.41 |       0.25 |       0.24 |       0.24 |       0.22
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6906995 |    7137908 |    6831484 |    6860077 |    6990963 |    6863864 |    7153773 |    7097153 |    7453738 |    7207149 |    7580321 |    7282786
    num misses                       |        233 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |  110529465 |  109256984 |  115730473 |  109716505 |   92713618 |  107468848 |   97353126 |   93446995 |  130026886 |  129376432 |  130041289 |  129105511
    num misses                       |      65216 |      67047 |      64287 |      64611 |      65545 |      64481 |      64354 |      65076 |      66480 |      65404 |      66021 |      63303
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.07% |      0.06% |      0.07% |      0.07% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.15 |       0.16 |       0.13 |       0.15 |       0.19 |       0.15 |       0.18 |       0.19 |       0.12 |       0.12 |       0.12 |       0.11
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      65449 |      67074 |      64314 |      64638 |      65572 |      64508 |      64381 |      65103 |      66507 |      65431 |      66048 |      63330
    num misses                       |       1864 |       1348 |       1173 |       1155 |       1032 |       1069 |       1628 |       1819 |       1062 |       2618 |       1318 |       1025
    miss rate                        |      2.85% |      2.01% |      1.82% |      1.79% |      1.57% |      1.66% |      2.53% |      2.79% |      1.60% |      4.00% |      2.00% |      1.62%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6906995 |    7137908 |    6831484 |    6860077 |    6990963 |    6863864 |    7153773 |    7097153 |    7453738 |    7207149 |    7580321 |    7282786
    num cache misses                 |      26475 |      10558 |      10649 |      10453 |      11856 |      11834 |      12018 |      12376 |      10429 |      10668 |      10420 |      10549
    miss rate                        |      0.38% |      0.15% |      0.16% |      0.15% |      0.17% |      0.17% |      0.17% |      0.17% |      0.14% |      0.15% |      0.14% |      0.14%
    mpki                             |       0.06 |       0.02 |       0.02 |       0.02 |       0.04 |       0.03 |       0.03 |       0.04 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |  110529465 |  109256984 |  115730473 |  109716505 |   92713618 |  107468848 |   97353126 |   93446995 |  130026886 |  129376432 |  130041289 |  129105511
    num cache misses                 |   17060277 |   17541644 |   17006955 |   16887732 |   17022104 |   16652183 |   17024968 |   16911013 |   17340417 |   16960449 |   17275098 |   16883003
    miss rate                        |     15.44% |     16.06% |     14.70% |     15.39% |     18.36% |     15.49% |     17.49% |     18.10% |     13.34% |     13.11% |     13.28% |     13.08%
    mpki                             |      38.44 |      40.65 |      35.65 |      38.22 |      50.29 |      38.71 |      46.65 |      49.30 |      31.16 |      30.47 |      31.05 |      30.38
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17148047 |   17601218 |   17071975 |   16944186 |   17095276 |   16718764 |   17088869 |   16979168 |   17381253 |   17001416 |   17315395 |   16924612
