                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   81441721 |   81387455 |   81023467 |   80470418
  Cycles                             |   36410900 |   36410900 |   36410900 |   36410900
  IPC                                |       2.24 |       2.24 |       2.23 |       2.21
  Time (ns)                          |   36410900 |   36410900 |   36410900 |   36410900
  Idle time (ns)                     |     216145 |     522981 |     523749 |     525297
  Idle time (%)                      |       0.6% |       1.4% |       1.4% |       1.4%
Branch predictor stats               |            |            |            |           
  num correct                        |   13364614 |   13853034 |   13625558 |   13273679
  num incorrect                      |      64477 |      57781 |      59709 |      57984
  misprediction rate                 |      0.48% |      0.42% |      0.44% |      0.43%
  mpki                               |       0.79 |       0.71 |       0.74 |       0.72
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    2920771 |    2701604 |    2744541 |    2853183
    num misses                       |        225 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   30921606 |   30202592 |   30262510 |   30369345
    num misses                       |      20249 |      21041 |      17449 |      19435
    miss rate                        |      0.07% |      0.07% |      0.06% |      0.06%
    mpki                             |       0.25 |       0.26 |       0.22 |       0.24
  L2 TLB                             |            |            |            |           
    num accesses                     |      20474 |      21068 |      17476 |      19462
    num misses                       |        819 |        325 |        315 |        292
    miss rate                        |      4.00% |      1.54% |      1.80% |      1.50%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    2920771 |    2701604 |    2744541 |    2853183
    num cache misses                 |      23284 |       1679 |       8628 |       9713
    miss rate                        |      0.80% |      0.06% |      0.31% |      0.34%
    mpki                             |       0.29 |       0.02 |       0.11 |       0.12
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   30921606 |   30202592 |   30262510 |   30369345
    num cache misses                 |    2312788 |    2239636 |    2235550 |    2274280
    miss rate                        |      7.48% |      7.42% |      7.39% |      7.49%
    mpki                             |      28.40 |      27.52 |      27.59 |      28.26
  Cache L2                           |            |            |            |           
    num cache accesses               |    2358156 |    2259684 |    2263297 |    2302279
    num cache misses                 |     709866 |     377058 |     615572 |     587266
    miss rate                        |     30.10% |     16.69% |     27.20% |     25.51%
    mpki                             |       8.72 |       4.63 |       7.60 |       7.30
  Cache L3                           |            |            |            |           
    num cache accesses               |     732382 |     395446 |     635087 |     605965
    num cache misses                 |      19271 |       8729 |       8723 |       8803
    miss rate                        |      2.63% |      2.21% |      1.37% |      1.45%
    mpki                             |       0.24 |       0.11 |       0.11 |       0.11
DRAM summary                         |            |            |            |           
  num dram accesses                  |      45480 |          0 |          0 |          0
  average dram access latency (ns)   |      63.69 |        inf |        inf |        inf
  average dram queueing delay        |       2.44 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       9476 |       2770 |       2692 |       2955
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
