                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5     
  Instructions                       |  1463745662 |  1512818870 |  1532613851 |  1504523037 |  1404482047 |  1414785703
  Cycles                             |  1868824400 |  1868824400 |  1868824400 |  1868824400 |  1868824400 |  1868824400
  IPC                                |        0.78 |        0.81 |        0.82 |        0.81 |        0.75 |        0.76
  Time (ns)                          |   467206100 |   467206100 |   467206100 |   467206100 |   467206100 |   467206100
  Idle time (ns)                     |     3409869 |     3101108 |     2450600 |     1190429 |     4635958 |     3698156
  Idle time (%)                      |        0.7% |        0.7% |        0.5% |        0.3% |        1.0% |        0.8%
Branch predictor stats               |             |             |             |             |             |            
  num correct                        |   280695860 |   300267040 |   306633773 |   295215528 |   262469118 |   266060570
  num incorrect                      |      778640 |      813213 |      842042 |      853649 |      836726 |      800888
  misprediction rate                 |       0.28% |       0.27% |       0.27% |       0.29% |       0.32% |       0.30%
  mpki                               |        0.53 |        0.54 |        0.55 |        0.57 |        0.60 |        0.57
TLB Summary                          |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |            
    num accesses                     |    76493659 |    74895706 |    75105308 |    76561478 |    76523449 |    76631409
    num misses                       |         326 |          27 |          27 |          27 |          27 |          27
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |            
    num accesses                     |   506448250 |   510275284 |   513745204 |   511504138 |   493995033 |   495503917
    num misses                       |      462551 |      504121 |     1727860 |      530449 |      464708 |      598516
    miss rate                        |       0.09% |       0.10% |       0.34% |       0.10% |       0.09% |       0.12%
    mpki                             |        0.32 |        0.33 |        1.13 |        0.35 |        0.33 |        0.42
  L2 TLB                             |             |             |             |             |             |            
    num accesses                     |      462877 |      504148 |     1727887 |      530476 |      464735 |      598543
    num misses                       |      430412 |      422287 |      422658 |      426541 |      424660 |      422787
    miss rate                        |      92.99% |      83.76% |      24.46% |      80.41% |      91.38% |      70.64%
    mpki                             |        0.29 |        0.28 |        0.28 |        0.28 |        0.30 |        0.30
Cache Summary                        |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |            
    num cache accesses               |    76493659 |    74895706 |    75105308 |    76561478 |    76523449 |    76631409
    num cache misses                 |       35148 |       18392 |       18771 |       18663 |       19081 |       18487
    miss rate                        |       0.05% |       0.02% |       0.02% |       0.02% |       0.02% |       0.02%
    mpki                             |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
  Cache L1-D                         |             |             |             |             |             |            
    num cache accesses               |   506448250 |   510275284 |   513745204 |   511504138 |   493995033 |   495503917
    num cache misses                 |   141302825 |   139010046 |   139017054 |   140170008 |   139579475 |   139235784
    miss rate                        |      27.90% |      27.24% |      27.06% |      27.40% |      28.26% |      28.10%
    mpki                             |       96.54 |       91.89 |       90.71 |       93.17 |       99.38 |       98.41
  Cache L2                           |             |             |             |             |             |            
    num cache accesses               |   141982798 |   139664072 |   139670947 |   140828615 |   140112256 |   139771783
    num cache misses                 |    28475883 |    28045230 |    28046734 |    28258826 |    26693722 |    26637275
    miss rate                        |      20.06% |      20.08% |      20.08% |      20.07% |      19.05% |      19.06%
    mpki                             |       19.45 |       18.54 |       18.30 |       18.78 |       19.01 |       18.83
  Cache L3                           |             |             |             |             |             |            
    num cache accesses               |    29146666 |    28705166 |    28703730 |    28922503 |    27232073 |    27177383
    num cache misses                 |    26099274 |    25658591 |    25662926 |    25887001 |    25507778 |    25498790
    miss rate                        |      89.54% |      89.39% |      89.41% |      89.50% |      93.67% |      93.82%
    mpki                             |       17.83 |       16.96 |       16.74 |       17.21 |       18.16 |       18.02
DRAM summary                         |             |             |             |             |             |            
  num dram accesses                  |    79043620 |           0 |           0 |           0 |    79040849 |           0
  average dram access latency (ns)   |       82.29 |         inf |         inf |         inf |       83.03 |         inf
  average dram queueing delay        |       21.04 |        0.00 |        0.00 |        0.00 |       21.78 |        0.00
  average dram bandwidth utilization |      21.00% |       0.00% |       0.00% |       0.00% |      21.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |            
  num loads from dram                |    25756190 |    25331382 |    25345722 |    25555319 |    25048927 |    24991583
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |       74485 |       76298 |       62051 |       79723 |      253073 |      289292
